time;a;d;g;r;p1;p2;p3;p4;p5;p6;p7;p8;p9;p10
84720;105.602;1.6049657;1.62755;0.5941225;-3.19905;-2.37331;-0.83194;0.96421;-0.54144;0.03498;0.62419;0.24407;-0.40864;0.08218
84730;104.483;1.585614;1.62066;0.5955843;-3.66783;-2.826;-0.63437;0.9057;-0.24551;0.02844;0.73793;0.34042;-0.33324;-0.00345
84740;103.688;1.5394064;1.61576;0.611258;-3.74217;-2.44071;-0.78473;0.64967;-0.64712;-0.29732;0.27835;0.22605;-0.22066;-0.0301
84750;104.359;1.6086453;1.61281;0.5996372;-3.71573;-2.80443;-0.59651;0.70433;0.0341;-0.1721;0.18982;0.09824;-0.39446;-0.00768
84760;105.895;1.6312653;1.62493;0.5985801;-3.63664;-2.62397;-0.40047;0.77606;-0.24874;-0.3432;0.20852;-0.29024;-0.39549;0.06236
84770;105.456;1.6999652;1.61744;0.6045838;-3.73287;-2.6611;-0.73718;0.72155;0.34964;-0.12874;0.20829;-0.2642;-0.35541;-0.02038
84780;103.519;1.6982617;1.6173;0.6046189;-3.7973;-2.70943;-0.68632;0.59447;0.48351;-0.28193;0.12717;0.22734;-0.38878;-0.32604
84790;102.984;1.567161;1.60923;0.6116302;-3.75619;-2.17789;-0.71448;0.25985;-0.08454;-0.51058;0.37702;-0.18945;-0.16395;-0.30403
84800;99.398;1.5436152;1.60905;0.6114024;-3.93944;-2.70659;-0.63174;0.39887;-0.14629;-0.25136;0.31559;-0.02951;-0.35115;0.09758
84810;100.132;1.6004258;1.61008;0.6087703;-3.97091;-2.4528;-0.40733;0.64379;-0.08592;-0.38188;0.23327;0.11457;-0.33489;-0.2148
84820;104.989;1.5709394;1.621;0.6044488;-3.86628;-3.08892;-0.6063;0.76494;0.09938;-0.11827;0.56816;0.17413;-0.61371;0.36472
84830;103.392;1.5565181;1.60976;0.6125183;-3.89499;-2.45852;-0.71401;0.97779;-0.31209;-0.27072;0.27954;0.35296;-0.53223;-0.05252
84840;103.017;1.6544337;1.62057;0.5968406;-3.48824;-2.50367;-0.55191;0.74664;0.02942;0.00478;0.09586;0.1378;-0.32951;-0.01479
84850;106.371;1.6096472;1.61916;0.6060581;-3.72189;-2.48451;-0.58605;0.43053;-0.09718;-0.07992;0.12572;0.24551;-0.37225;-0.19076
84860;105.247;1.582956;1.62017;0.6003149;-3.79217;-2.68951;-0.17973;0.26103;0.04087;0.06025;0.53517;0.12874;-0.37287;0.31602
84870;105.613;1.6205732;1.61478;0.5992833;-3.76871;-2.43036;-0.15495;0.25948;-0.05239;-0.04023;0.49133;0.17831;-0.36941;0.14855
84880;106.31;1.5990659;1.62307;0.6009173;-3.52078;-2.52496;-0.62463;0.29744;0.07835;-0.07832;0.47052;0.44615;-0.57626;0.20798
84890;104.334;1.5205196;1.61436;0.6110721;-3.71222;-2.78705;-0.9379;0.51906;-0.33651;-0.27579;0.46628;0.03197;-0.80192;0.03921
84900;105.89;1.6417133;1.62163;0.6007088;-3.60918;-2.76642;-0.71939;1.08183;-0.23892;-0.46389;0.58257;0.07339;-0.56515;-0.16707
84910;104.775;1.5677161;1.60957;0.609854;-3.99081;-2.64223;-0.38455;0.28087;0.03425;-0.38623;0.44902;0.26269;-0.38157;0.01749
84920;104.777;1.5566884;1.61739;0.6052988;-3.90636;-2.85319;-0.14376;0.36379;0.0684;-0.0677;0.1479;0.18358;-0.4628;0.20808
84930;104.238;1.5313659;1.61991;0.6152582;-3.79753;-2.76811;-0.74317;0.72903;-0.09045;-0.5357;0.09594;0.36858;-0.77297;-0.00716
84940;105.524;1.5157701;1.6203;0.6040742;-3.63171;-2.72444;-0.73596;0.44579;-0.32089;-0.53034;0.48831;0.3233;-0.39846;-0.23985
84950;106.542;1.6262838;1.62737;0.5976769;-3.43254;-2.73884;-0.81363;0.82064;-0.11216;-0.51373;0.45493;0.45806;-0.53696;-0.17742
84960;104.429;1.60358;1.61019;0.6058472;-3.68135;-2.44525;-0.54198;0.65367;-0.14459;-0.31647;0.32962;-0.03593;-0.37937;0.07944
84970;104.195;1.6538173;1.6157;0.6007368;-3.50473;-2.51052;-0.13707;0.38346;-0.37199;-0.17397;0.59479;-0.3132;-0.33339;0.58549
84980;104.414;1.6935499;1.62111;0.5983468;-3.66075;-2.76243;0.15568;0.21643;-0.15056;0.05608;0.08817;-0.43397;-0.75197;0.32578
84990;104.589;1.5942773;1.61789;0.5975057;-3.54096;-2.70544;-0.27836;0.32776;0.03493;-0.09519;0.42207;0.03898;-0.50457;0.33192
85000;106.215;1.6284124;1.6218;0.6035711;-3.63929;-2.45288;-0.09564;0.33959;0.10983;-0.26243;0.01508;-0.09713;-0.57674;0.25227
85010;105.12;1.6897393;1.61685;0.591834;-3.51531;-2.55345;0.4667;0.00937;-0.00703;-0.21722;0.47595;-0.28937;-0.51637;0.49854
85020;106.64;1.6890197;1.62369;0.5877411;-3.33789;-2.42804;0.34846;0.53323;-0.04013;-0.5817;0.34659;-0.08934;-0.32286;0.52361
85030;106.753;1.6173642;1.62154;0.5940483;-3.6582;-2.82275;0.49561;0.7095;-0.29963;-0.27245;0.42647;-0.10638;-0.45292;0.69434
85040;105.834;1.6553769;1.62235;0.600997;-3.47817;-2.4735;0.13696;0.38857;-0.07181;-0.6715;0.08789;-0.0978;-0.58088;0.37723
85050;105.038;1.6643989;1.62566;0.5904024;-3.19987;-2.4438;-0.08017;0.59752;-0.37127;-0.41589;0.5742;-0.17487;-0.49983;0.25885
85060;104.094;1.6512201;1.61249;0.5982437;-3.53435;-2.32529;-0.32034;0.31676;-0.23471;-0.39042;0.81766;-0.18076;-0.31879;0.14812
85070;102.279;1.5795114;1.61422;0.6038212;-3.58448;-2.39086;-0.31696;0.48259;-0.46105;-0.3967;0.21322;-0.15478;-0.28182;0.16613
85080;104.718;1.6356418;1.61084;0.6100976;-4.02577;-2.44575;0.13856;0.22152;-0.11072;-0.42587;0.32236;-0.28814;-0.5525;0.08781
85090;104.221;1.7200118;1.62428;0.5937836;-3.54305;-2.72784;-0.05325;0.26487;0.01522;-0.50626;0.34449;-0.21572;-0.42469;0.03784
85100;105.912;1.6697385;1.62569;0.600583;-3.37217;-2.19503;-0.05349;0.29309;-0.42667;0.0045;0.10987;-0.22712;-0.67738;0.41933
85110;105.002;1.7074579;1.6167;0.5968927;-3.49097;-2.45317;-0.19025;0.27877;-0.11671;-0.09864;0.44577;-0.23992;-0.60922;0.20102
85120;104.023;1.691206;1.61918;0.5884463;-3.38205;-2.22252;0.3724;0.73761;-0.45499;-0.22359;0.25844;-0.20478;-0.39408;0.29803
85130;104.463;1.7077211;1.61981;0.5963658;-3.38142;-2.34358;-0.21166;0.95152;-0.36377;0.0418;0.30276;-0.51986;-0.50597;0.19923
85140;103.459;1.6974628;1.6205;0.5921355;-3.54413;-2.26224;0.10138;0.5848;-0.14076;-0.0434;0.45387;-0.05174;-0.40976;0.10722
85150;103.711;1.653373;1.622;0.5956097;-3.41496;-2.37526;-0.08384;0.50738;-0.20704;-0.1114;0.56934;-0.45897;-0.81271;0.26915
85160;103.845;1.7269269;1.62004;0.5840394;-3.32569;-2.24003;0.66366;0.41344;-0.3182;0.16696;0.2821;-0.72699;-0.64331;0.21415
85170;104.646;1.6504078;1.61962;0.5972694;-3.83881;-2.49556;0.71462;0.18049;-0.17939;0.05114;0.26874;-0.44182;-0.54862;0.23691
85180;105.637;1.6281821;1.62666;0.5969486;-3.51482;-2.28836;0.06667;0.7629;-0.32536;-0.16676;0.47486;-0.23663;-0.43917;0.27241
85190;102.649;1.6374836;1.61525;0.5912416;-3.63188;-2.37758;0.624;0.41766;-0.53012;0.21644;0.79498;-0.18447;-0.60499;0.34687
85200;103.714;1.6319901;1.61849;0.595776;-3.62623;-2.40294;0.3776;0.58069;-0.46014;0.0857;0.58178;-0.46032;-0.59405;0.40845
85210;106.443;1.5665039;1.62081;0.5948575;-3.82186;-2.91194;0.61892;0.42447;-0.436;-0.16927;0.52402;-0.23112;-0.60996;0.75242
85220;104.923;1.6897875;1.62536;0.5853062;-3.58057;-2.4931;0.99659;0.53634;-0.46788;0.19986;0.56826;-0.43125;-0.53304;0.63498
85230;105.254;1.7148792;1.62607;0.5895694;-3.67824;-2.90131;1.00758;0.32451;-0.29777;0.24178;0.44754;-0.40925;-0.56261;0.95739
85240;105.837;1.6342319;1.62272;0.5951917;-3.71264;-2.48564;1.03191;0.3996;-0.81494;0.11254;0.61206;-0.56657;-0.65868;0.72958
85250;102.893;1.5904106;1.62279;0.5984407;-3.96521;-2.84568;1.12322;0.05858;-0.68481;0.26424;0.78459;-0.25124;-0.50477;1.01911
85260;103.671;1.6381898;1.61971;0.6016025;-3.84221;-2.43981;0.77712;0.37636;-0.42982;0.30991;0.50539;-0.4825;-0.6131;0.82769
85270;104.77;1.633513;1.61654;0.5975332;-3.70845;-2.31963;0.40816;-0.11414;-0.02965;-0.11434;0.43759;0.10778;-0.18291;0.51382
85280;105.317;1.6420884;1.62285;0.595375;-3.75784;-2.68773;0.34303;0.30688;0.06835;-0.2642;0.45675;-0.05699;-0.62911;0.34422
85290;103.76;1.6948404;1.61678;0.5905933;-3.53616;-2.41576;0.27841;0.52193;-0.13752;-0.04312;0.56729;-0.07105;-0.57713;0.34863
85300;103.91;1.6812508;1.61838;0.5979691;-3.75488;-2.51128;0.46606;0.29527;0.09079;-0.27234;0.28472;-0.07221;-0.71689;0.3476
85310;104.102;1.6605558;1.61362;0.5922473;-3.614;-2.61386;0.40894;0.49531;-0.57993;-0.21074;0.36149;-0.36254;-0.41404;0.47347
85320;103.769;1.6876494;1.62734;0.5866952;-3.65098;-2.76368;0.57684;0.28753;-0.17252;-0.23464;0.75901;-0.2554;-0.73247;0.16359
85330;102.694;1.6683618;1.62402;0.5998867;-3.66831;-2.42123;0.2496;0.6222;-0.41859;-0.12398;0.54466;-0.34325;-0.6589;0.21222
85340;103.143;1.623361;1.60998;0.593794;-3.67158;-2.36643;0.3914;0.25194;-0.2651;-0.21611;0.64483;-0.44486;-0.19011;0.49223
85350;104.034;1.6678576;1.62819;0.5876359;-3.63342;-3.09278;0.38415;0.38327;-0.14485;-0.09481;0.652;-0.31169;-0.62447;0.62129
85360;105.02;1.6869488;1.62415;0.5884887;-3.40922;-2.87339;0.2212;0.40611;-0.52112;-0.08224;0.89134;-0.76439;-0.60167;0.79382
85370;100.913;1.6349108;1.61468;0.5897371;-3.81838;-3.21779;0.74767;0.26362;-0.49964;0.07231;0.77409;-0.57056;-0.5595;0.92978
85380;102.508;1.6958995;1.6238;0.5873255;-3.35758;-2.67871;0.29736;0.38606;-0.56224;0.0093;0.72414;-0.39525;-0.61876;0.62566
85390;103.649;1.6634078;1.62251;0.5879033;-3.23209;-2.51222;0.02373;0.17939;-0.48656;-0.03684;0.77776;-0.42539;-0.57482;0.58559
85400;103.226;1.6226374;1.61917;0.5985816;-3.43556;-2.43792;-0.34335;0.40165;-0.33221;-0.3902;0.63815;-0.24762;-0.5602;0.19152
85410;103.919;1.6242365;1.61601;0.600516;-3.15162;-1.89686;-0.49781;0.32598;-0.61571;-0.42042;0.63217;-0.34418;-0.46066;0.25607
85420;102.523;1.6272982;1.62299;0.5907068;-3.67;-2.71148;0.27579;0.41697;-0.23695;-0.10778;0.75748;-0.39203;-0.39838;0.46876
85430;102.763;1.6380109;1.61861;0.5954751;-3.50458;-2.38857;-0.04639;0.30365;-0.37804;-0.32551;0.34982;-0.21883;-0.65981;0.16016
85440;104.17;1.66034;1.61868;0.5973449;-3.6791;-2.70783;0.35393;0.10614;-0.35938;0.07611;0.51476;-0.73556;-0.52915;0.82633
85450;101.795;1.6517378;1.62003;0.5980385;-3.47149;-2.3278;0.07933;0.69432;-0.6309;-0.02325;0.33486;-0.85922;-0.61114;0.42848
85460;102.776;1.6497858;1.61895;0.5915527;-3.40686;-2.38055;0.28894;0.41861;-0.77023;0.00039;0.68309;-0.84389;-0.27707;0.78086
85470;102.686;1.56879;1.62298;0.5962383;-3.54817;-2.6747;0.24103;0.16528;-0.48018;-0.37772;0.71078;-0.80979;-0.50929;0.7748
85480;101.574;1.6847867;1.62223;0.5996819;-3.29988;-2.25257;-0.4341;0.43097;-0.30867;-0.32643;0.40018;-0.65416;-0.58594;0.24141
85490;102.608;1.6432928;1.61975;0.5958925;-3.34109;-2.34925;-0.18486;0.56606;-0.22885;-0.33812;0.51195;-0.35349;-0.47394;0.62734
85500;103.801;1.6520789;1.62127;0.5848911;-3.12496;-2.50777;-0.22415;0.52253;-0.15382;-0.04393;0.91442;-0.42654;-0.54584;0.73064
85510;103.484;1.6556962;1.61963;0.5873044;-3.14964;-2.26085;0.12767;0.36813;-0.40397;-0.17094;0.41866;-0.56212;-0.50678;0.59609
85520;101.587;1.6644112;1.62074;0.590326;-3.24817;-2.50365;-0.19027;0.20046;0.15262;-0.22419;0.71255;-0.07893;-0.67247;0.6238
85530;102.649;1.6181021;1.62013;0.5923808;-3.29889;-2.5886;-0.19638;0.11868;-0.23339;-0.26978;0.6979;-0.26701;-0.40774;0.55878
85540;101.464;1.6715662;1.6241;0.5824317;-3.16142;-2.4563;0.41776;0.33071;-0.24525;-0.33028;0.36838;-0.4121;-0.44949;0.66916
85550;104.455;1.6791751;1.62774;0.5868486;-3.14821;-2.56532;-0.33274;0.23118;0.18525;-0.10331;0.71852;-0.09745;-0.40709;0.60799
85560;102.265;1.635596;1.61562;0.5997407;-3.43345;-2.23597;-0.10484;0.21568;-0.2912;-0.52465;0.34219;-0.05132;-0.52097;0.22286
85570;104.496;1.6460936;1.62551;0.5931684;-3.12463;-2.23746;-0.04876;0.13016;-0.71422;-0.15154;0.56996;-0.37954;-0.25682;0.62319
85580;104.837;1.61351;1.61533;0.6061388;-3.32345;-1.85657;-0.3756;0.14422;-0.77354;-0.54766;0.30603;-0.2857;-0.2073;0.17597
85590;103.185;1.5990657;1.61491;0.5989088;-3.46692;-2.34019;-0.44228;0.51466;-0.55326;-0.54588;0.80635;-0.22817;-0.19259;0.24174
85600;105.2;1.6571385;1.62352;0.5911739;-3.19467;-2.53079;-0.33907;0.8242;-0.66125;-0.43415;0.59728;-0.39364;-0.55625;0.37633
85610;104.531;1.6655829;1.61506;0.5994875;-3.30367;-2.27436;-0.23888;0.55639;-0.72722;-0.36756;0.62923;-0.31013;-0.52346;0.43995
85620;103.885;1.662375;1.62298;0.5792805;-3.14926;-2.75718;-0.0986;0.67391;-0.11669;-0.42722;0.80952;-0.32685;-0.22438;0.5589
85630;103.415;1.6444697;1.62025;0.5840686;-3.36698;-2.54224;0.26032;0.42383;-0.35829;-0.40234;0.95813;-0.53465;-0.31857;0.53913
85640;103.089;1.6398162;1.62189;0.5866376;-3.60497;-2.71643;0.67887;0.38521;-0.55386;-0.16382;0.57655;-0.28276;-0.63861;0.59994
85650;104.162;1.6191596;1.62075;0.5944783;-3.35202;-2.44897;-0.19372;0.68149;-0.56411;-0.1652;0.48111;-0.50976;-0.45557;0.49625
85660;102.357;1.5717827;1.61237;0.6118171;-3.80243;-2.68563;-0.14026;0.71872;-0.90636;-0.4078;0.35877;-0.63161;-0.6131;0.60939
85670;103.645;1.6604749;1.62242;0.5948067;-3.46295;-2.80777;0.37561;0.64233;-0.43145;-0.16972;0.54777;-1.01553;-0.69361;0.8681
85680;103.035;1.6133187;1.6248;0.5940421;-3.48636;-2.7754;0.01506;0.41592;-0.3236;-0.3014;0.73511;-0.69308;-0.56015;0.80456
85690;102.457;1.6318132;1.61886;0.5866443;-3.32552;-3.01638;0.09248;0.46507;-0.28056;-0.41919;0.85206;-0.69786;-0.51104;0.98905
85700;104.964;1.6617738;1.62445;0.5808407;-3.50605;-3.48391;1.14989;0.67472;-0.49508;-0.00679;0.84167;-0.77855;-0.75369;1.3828
85710;104.181;1.682006;1.62038;0.5740457;-3.43093;-3.26087;0.79559;0.50491;-0.22341;-0.3097;0.81181;-0.56064;-0.45297;0.91868
85720;102.811;1.7339325;1.62063;0.5820372;-3.34114;-2.90986;0.12553;0.54842;0.09169;-0.1926;0.68415;-0.63492;-0.17748;0.65074
85730;102.526;1.6998256;1.61717;0.5917653;-3.50589;-2.74735;0.33709;0.24899;-0.16366;-0.2213;0.48948;-0.76129;-0.36644;0.71576
85740;104.312;1.6841282;1.6243;0.5794448;-3.46283;-3.51384;0.71962;0.3694;0.10002;-0.08823;0.77997;-0.68372;-0.58541;1.11215
85750;103.879;1.6011101;1.61937;0.589838;-3.79754;-3.28046;0.93564;0.28658;-0.18586;-0.27815;0.72101;-0.71313;-0.40106;1.19148
85760;103.054;1.6713625;1.62351;0.5857968;-3.39681;-2.97721;0.27286;0.5009;0.17884;-0.10062;0.89596;-0.90849;-0.6096;0.94069
85770;104.561;1.6761327;1.62909;0.586829;-3.31873;-2.80319;0.10049;0.33158;-0.00949;-0.35125;0.61366;-0.55417;-0.41181;0.70796
85780;102.195;1.6816741;1.61738;0.5866433;-3.33251;-2.88787;-0.01553;0.33529;0.07234;-0.13426;0.81461;-0.45122;-0.1887;1.01847
85790;104.714;1.7057824;1.61864;0.5908484;-3.61142;-2.74748;0.43856;0.24472;0.04049;-0.18176;0.843;-0.92581;-0.31588;0.67401
85800;105.779;1.6624149;1.61488;0.6002447;-3.91416;-2.80792;0.63413;0.42922;-0.15708;-0.51968;0.5287;-0.6773;-0.45565;0.7533
85810;104.186;1.6512871;1.62105;0.5922523;-3.63137;-3.0545;0.55752;0.09312;-0.10238;-0.24791;0.97747;-0.83297;-0.3197;1.03349
85820;103.109;1.6491044;1.6093;0.5952028;-3.64451;-2.79893;0.39758;0.15521;-0.19768;-0.38918;0.71436;-0.61213;-0.20815;1.04132
85830;103.251;1.761735;1.61287;0.586424;-3.62566;-3.06297;0.45004;0.10567;0.27685;0.07092;0.91156;-0.61902;-0.11534;1.00996
85840;105.909;1.68048;1.62388;0.5934975;-3.68994;-3.1543;0.44123;0.33479;-0.05117;0.09626;0.83498;-0.72378;-0.47699;0.95934
85850;102.809;1.6122302;1.61962;0.6044013;-3.83202;-2.85554;0.20386;0.42792;-0.4517;-0.1938;0.55193;-0.74652;-0.26832;0.96299
85860;102.929;1.6751425;1.61767;0.5948734;-3.91368;-3.30103;0.857;0.04752;-0.00882;0.0142;0.63381;-0.61844;-0.27605;1.27375
85870;103.404;1.601342;1.618;0.5934241;-3.97111;-3.7163;0.85392;0.19565;-0.23829;0.07756;0.91103;-0.74843;-0.28056;1.52139
85880;103.65;1.640063;1.62218;0.5878375;-3.60537;-3.24865;0.48497;0.28058;-0.34946;-0.30722;0.83002;-0.64137;-0.22231;1.12631
85890;102.781;1.6097035;1.62135;0.5894995;-3.45902;-2.93957;0.23634;0.71266;-0.6225;0.17002;0.83951;-0.25927;-0.52344;1.11331
85900;102.762;1.6348069;1.62325;0.5821427;-3.39149;-2.75659;0.61524;0.35598;-0.78453;-0.05622;0.73637;-0.5191;-0.29788;0.78348
85910;103.17;1.628136;1.61638;0.5918959;-3.78095;-3.01212;0.90068;0.01065;-0.31443;-0.12268;0.85351;-0.62019;-0.29233;1.23574
85920;102.308;1.6672028;1.61547;0.6003109;-3.95481;-2.96707;0.6561;-0.01622;-0.21837;-0.15645;0.72716;-0.60861;-0.39324;0.99405
85930;104.589;1.6146055;1.6201;0.6025299;-3.89327;-2.84726;0.61096;0.26615;-0.37878;-0.41196;0.71906;-0.61328;-0.38958;0.89536
85940;102.654;1.6156263;1.61941;0.5910945;-3.74624;-3.3257;0.47663;0.24174;-0.50101;-0.05987;0.79083;-0.52252;-0.29359;1.1488
85950;103.94;1.6082584;1.61731;0.6033063;-3.95913;-3.34809;0.31504;0.45395;-0.55473;-0.46619;0.71688;-0.76926;-0.42653;1.00819
85960;103.693;1.6458699;1.61562;0.5897325;-3.79603;-3.49936;0.79693;0.24321;0.13115;-0.22013;0.91112;-0.56056;-0.38777;1.38083
85970;105.567;1.630307;1.62145;0.5953386;-4.0439;-3.54628;1.18177;0.24405;-0.14489;-0.2068;1.00142;-0.79628;-0.51779;1.424
85980;103.612;1.6340537;1.61486;0.602851;-4.18215;-3.62339;0.91755;0.08626;0.21833;-0.35514;0.84665;-0.63873;-0.48333;1.39654
85990;104.816;1.6441576;1.62178;0.5969692;-4.0713;-3.58023;0.93338;0.30665;0.18149;-0.48018;0.75635;-0.55151;-0.61439;1.17493
86000;103.114;1.6520525;1.61619;0.5980045;-3.8862;-3.03834;0.8153;0.0507;-0.06426;-0.45106;0.66716;-0.76047;-0.26381;1.05586
86010;104.297;1.5768368;1.6151;0.6100048;-4.13961;-3.10894;0.36203;-0.09768;0.11728;-0.81735;0.71535;-0.6081;-0.13613;0.9542
86020;104.977;1.649971;1.61553;0.5996752;-3.77329;-2.95665;0.58677;-0.13791;-0.21147;0.0054;0.49618;-0.83201;-0.13192;1.15982
86030;104.879;1.6422063;1.6222;0.6015185;-3.82107;-3.09541;0.30012;0.04628;0.09723;-0.24009;0.60705;-0.50823;-0.64922;0.83784
86040;103.028;1.6665982;1.622;0.5934977;-3.79625;-3.06627;0.57561;0.08596;-0.17609;-0.11771;0.78394;-0.72766;-0.52258;0.80208
86050;105.014;1.7016517;1.62194;0.5993278;-3.88502;-3.03829;0.41118;0.07959;0.02204;-0.25539;0.67596;-0.6187;-0.39705;0.72218
86060;107.447;1.6249499;1.61763;0.610787;-4.33722;-3.46354;0.79392;0.09402;-0.3854;-0.56703;0.89352;-0.8024;-0.74414;0.87654
86070;102.695;1.6334453;1.61642;0.6124403;-4.1552;-3.16631;0.33775;0.45327;-0.18402;-0.49683;0.44176;-0.6862;-0.85354;0.69966
86080;104.759;1.6450425;1.61528;0.6006241;-3.96414;-3.23092;0.20567;0.26525;0.15878;-0.5112;0.91001;-0.43557;-0.55359;0.8281
86090;105.275;1.6243646;1.61274;0.6029958;-3.99971;-3.17884;0.21359;0.48675;0.02224;-0.26533;0.78118;-0.58765;-0.68549;1.02376
86100;101.151;1.6077282;1.6105;0.5928318;-3.69352;-3.0704;0.33894;0.53329;-0.50159;-0.2995;0.79975;-0.72127;-0.35168;1.10913
86110;102.532;1.6412171;1.61543;0.5995784;-3.83287;-3.08255;0.31834;0.34693;-0.20003;-0.29021;0.70711;-0.85158;-0.5776;0.83319
86120;102.262;1.5903376;1.61018;0.6079379;-4.18816;-3.29027;0.13514;0.60497;-0.00379;-0.16023;0.79978;-0.67093;-0.47737;0.98795
86130;103.184;1.6242276;1.61968;0.6009048;-4.01562;-3.38743;0.4755;0.53264;0.03528;-0.11002;0.92311;-0.86948;-0.40596;1.25727
86140;102.852;1.6827172;1.62582;0.5910135;-3.60421;-2.99215;0.50554;0.20179;-0.01925;-0.40807;0.81397;-0.93913;-0.24003;1.04251
86150;105.942;1.6014003;1.61587;0.5993216;-4.03632;-3.45775;0.43278;0.27129;0.03605;-0.18146;1.11991;-0.46716;-0.30078;1.17388
86160;105.56;1.7546734;1.61979;0.5865809;-3.66827;-3.32999;0.37354;0.25892;0.39055;-0.2112;1.13934;-0.70413;-0.23889;0.89824
86170;105.519;1.6876509;1.62681;0.5903286;-3.743;-3.34441;0.53541;0.17636;0.23805;-0.07704;0.83372;-0.58124;-0.44731;1.0046
86180;102.973;1.683533;1.61246;0.6033182;-4.26515;-3.4402;0.87346;0.20673;0.26023;-0.20061;0.72443;-0.70011;-0.40722;1.03309
86190;103.713;1.7059584;1.61321;0.5962216;-3.98238;-3.18904;0.95259;0.18098;0.08004;-0.14111;0.75821;-0.76362;-0.24182;1.17398
86200;103.243;1.6561971;1.61678;0.6015955;-4.04015;-3.51077;0.56505;0.43589;-0.10399;-0.3764;0.84406;-0.7081;-0.51687;0.96804
86210;104.239;1.6833556;1.61571;0.5931944;-3.82561;-3.48729;0.3993;0.2955;-0.06314;-0.34492;0.80117;-0.52593;-0.3758;0.96631
86220;103.294;1.6644456;1.61998;0.5940716;-3.79404;-3.1453;0.53222;0.25604;-0.02167;-0.38087;0.80239;-1.01926;-0.69002;0.8866
86230;102.792;1.6288286;1.61452;0.5989212;-3.92266;-3.26016;0.44715;0.0531;0.07005;-0.53069;0.68496;-0.58031;-0.52905;0.96733
86240;104.518;1.6733637;1.61772;0.5937598;-3.84919;-3.29713;0.56853;0.29426;0.19869;-0.19687;0.81806;-0.7632;-0.41952;1.09579
86250;103.87;1.6509314;1.61638;0.5934451;-3.84458;-3.05416;0.66398;0.26305;0.00923;-0.36225;0.58654;-0.65027;-0.31278;0.88979
86260;104.195;1.7043353;1.61628;0.5957581;-3.70496;-3.01243;0.11654;0.49819;-0.05159;-0.28434;0.67679;-1.01821;-0.49756;0.71691
86270;105.233;1.6961163;1.6219;0.5969489;-3.6315;-3.20887;-0.22116;0.32682;0.13887;-0.2627;0.52616;-0.72211;-0.54302;0.77272
86280;104.956;1.7896768;1.62801;0.5866598;-3.64711;-3.35033;0.53211;0.80552;-0.00216;-0.19688;0.73753;-0.91944;-0.67232;0.71131
86290;103.445;1.6782812;1.62031;0.5930913;-3.87937;-3.37618;0.92258;0.39599;-0.41761;-0.01364;0.7634;-1.02708;-0.40871;1.18373
86300;102.392;1.6600772;1.62456;0.5972596;-3.87257;-3.33018;0.69329;0.54194;-0.11337;-0.20557;0.78231;-0.91953;-0.54904;1.19919
86310;103.687;1.7014498;1.62019;0.586244;-3.78152;-3.18758;0.94534;0.6074;-0.22142;0.03093;0.91442;-0.68995;-0.25273;1.14415
86320;103.845;1.7081169;1.62379;0.5892467;-3.93237;-3.57893;1.22235;0.2868;-0.17458;0.1097;0.8792;-0.79049;-0.67648;1.33544
86330;106.097;1.6378248;1.62771;0.5910752;-3.7188;-3.16365;0.70925;0.36404;-0.15163;-0.22289;0.79971;-0.61266;-0.45556;1.13132
86340;103.867;1.6681719;1.62093;0.5943037;-3.64312;-2.77332;0.36355;0.43455;0.13711;-0.20284;0.75441;-0.79524;-0.3829;0.83453
86350;105.18;1.7251009;1.62911;0.5866033;-3.43314;-3.05484;0.32995;0.64989;-0.05062;-0.07073;0.78131;-0.76428;-0.39924;1.09501
86360;104.123;1.7289729;1.62346;0.5865422;-3.53169;-3.08886;0.25317;0.81857;-0.00029;0.04032;0.95964;-0.57471;-0.38281;1.00754
86370;102.339;1.6292021;1.61418;0.5997203;-3.84553;-2.97122;0.03924;0.57804;-0.36501;-0.54029;0.94979;-0.60334;-0.66276;0.67698
86380;103.838;1.6321009;1.62097;0.5898654;-3.56504;-3.04794;0.31585;0.5394;0.01899;-0.31589;0.87666;-0.79186;-0.4494;1.07565
86390;102.996;1.7198548;1.61583;0.5917753;-3.93017;-3.20587;0.60281;0.62873;0.25021;0.02338;0.87356;-0.16791;-0.4715;0.91436
86400;102.032;1.6822565;1.61485;0.5925508;-3.50779;-2.77727;-0.22976;0.55663;0.22567;-0.40207;0.79489;-0.51529;-0.16132;0.77374
86410;101.88;1.6998104;1.62648;0.5890549;-3.34561;-2.75601;-0.13563;0.81836;0.22764;-0.40554;0.75203;-0.7699;-0.69148;0.62101
86420;103.911;1.5972786;1.62023;0.5907729;-3.83304;-3.13557;0.58894;0.69178;-0.3712;-0.35136;1.10265;-0.47346;-0.36619;0.95271
86430;103.654;1.6293223;1.62608;0.586694;-3.43081;-3.17738;-0.05919;0.55968;-0.0419;-0.57864;0.9349;-0.68785;-0.2736;0.93715
86440;103.659;1.6849993;1.62636;0.5858214;-3.65251;-3.34852;0.18216;0.72902;0.35972;-0.66764;0.94158;-0.32758;-0.43292;0.56148
86450;104.822;1.7532179;1.62445;0.5925213;-3.48433;-3.04717;-0.26573;0.52834;0.29799;-0.50062;0.64268;-0.26034;-0.26315;0.7006
86460;104.563;1.7507781;1.62553;0.5902492;-3.49763;-3.14172;-0.15902;0.55531;0.17086;-0.25048;0.64366;-0.46102;-0.50747;0.65254
