time;a;d;g;r;p1;p2;p3;p4;p5;p6;p7;p8;p9;p10
1750;116.205;3.7014601;1.85217;0.3027025;9.34592;-4.45385;2.90102;0.6468;-0.38491;-0.15475;-0.36346;-0.52998;0.12839;-0.95274
1760;117.407;3.8201203;1.84247;0.3031695;9.36743;-4.25675;2.42854;0.654;0.22845;0.05544;0.17132;-1.04918;0.19243;-1.07534
1770;115.365;3.6502945;1.82929;0.3160492;8.83304;-3.79537;2.65003;0.72088;-0.21572;0.09309;0.19529;-0.96071;0.06787;-0.54303
1780;118.334;3.5962222;1.828;0.31799;9.02628;-3.76203;2.80472;0.17999;-0.93428;-0.32523;0.07958;-0.93696;0.4185;-0.57669
1790;116.256;3.5185504;1.83087;0.3483932;8.90379;-3.64805;2.1907;0.1919;-0.74406;-0.41388;-0.25563;-0.81565;-0.17714;-0.402
1800;117.167;3.5232313;1.83204;0.3453538;8.60407;-3.51738;2.54843;-0.00986;-0.96946;-0.52512;-0.60044;-0.61867;0.0018;-0.4649
1810;113.229;3.3843544;1.81878;0.3189687;7.90896;-4.0039;2.39526;0.13;-0.73097;-0.4065;-0.30501;-0.13743;-0.14691;-0.49712
1820;115.527;3.3081772;1.82016;0.3239817;7.77382;-4.07302;2.80472;-0.08575;-1.18843;-0.55127;-0.38509;-0.11355;-0.20133;-0.51383
1830;112.855;3.3197162;1.80501;0.3057229;7.51219;-3.93546;3.0713;0.03488;-0.9846;-0.4975;-0.0271;0.14788;0.30909;-0.49149
1840;115.229;3.294426;1.81437;0.3381326;7.60168;-3.9924;2.46224;-0.2281;-0.84023;-0.78441;-0.55224;0.3039;0.05115;-0.17782
1850;113.414;3.3142602;1.80623;0.3299431;7.33983;-4.23824;2.48521;-0.00485;-0.70072;-0.49852;-0.6856;0.32489;-0.01651;-0.1109
1860;111.785;3.2747185;1.79586;0.3374534;7.32837;-3.92053;2.35508;-0.325;-0.73757;-0.92805;0.04998;-0.23552;0.08974;-0.12898
1870;113.287;3.3588309;1.80168;0.3561997;7.97221;-3.52847;2.15934;-0.39394;-1.31441;-0.98501;-0.56382;-0.31963;0.10064;-0.09117
1880;116.471;3.5100796;1.82541;0.3692474;8.50741;-3.53001;1.47682;0.02275;-0.88625;-0.36554;-0.82219;-0.30249;-0.21364;-0.34201
1890;115.247;3.3200679;1.79599;0.3636992;7.79006;-3.19181;2.13788;-0.19209;-1.23115;-0.78067;-0.35952;-0.27545;-0.37341;-0.01033
1900;113.93;3.4290931;1.80805;0.3288999;7.72384;-4.03165;2.59159;0.27635;-0.79967;-0.79566;-0.30109;-0.10701;-0.27571;-0.02952
1910;115.22;3.3726549;1.81288;0.3628984;8.01903;-3.78289;2.3231;0.2066;-1.14947;-0.97474;-0.83375;-0.14754;-0.47461;-0.0776
1920;114.647;3.3455048;1.79989;0.3442006;7.46096;-3.72503;2.47181;0.31117;-1.53033;-0.72489;-0.61304;-0.05496;-0.24937;-0.2234
1930;114.602;3.4090955;1.81663;0.3448771;8.06736;-3.75044;2.61247;0.30877;-1.15405;-0.29562;-0.73124;0.03089;-0.19383;0.2867
1940;116.159;3.4765441;1.82565;0.3289027;8.00691;-4.09476;2.92569;0.5978;-0.76537;-0.58674;-0.51386;0.21331;-0.10372;0.06492
1950;113.032;3.3798347;1.82175;0.3453361;8.01183;-3.74592;2.59886;0.5718;-0.90257;-0.75482;-0.50849;0.16609;0.20125;0.14116
1960;110.848;3.1472142;1.79158;0.3564643;7.24785;-3.4243;2.9366;-0.3952;-1.26946;-1.18318;-0.11497;0.07745;0.25408;0.76602
1970;114.074;3.2849236;1.80102;0.3306428;7.89305;-3.64892;3.10677;0.12626;-1.46854;-1.00592;0.53237;-0.27909;0.61608;0.48269
1980;113.44;3.2463624;1.78805;0.3397359;7.73357;-3.6593;3.30167;-0.41825;-1.81571;-1.23114;0.64312;0.0193;0.64252;0.53088
1990;113.948;3.0462272;1.78408;0.3345356;7.21462;-3.73685;3.16567;-0.56092;-2.01996;-1.44606;0.33226;0.3281;0.70281;0.18862
2000;113.086;3.0412114;1.79348;0.3296154;7.2222;-4.10894;3.45021;-0.12045;-2.09832;-1.80366;0.42329;0.5653;0.23537;0.26843
2010;114.936;3.1388354;1.79639;0.323166;7.5294;-4.40645;3.63316;-0.23994;-2.01276;-1.55652;0.40502;0.54001;0.64783;0.34989
2020;113.418;3.2189562;1.80252;0.3210483;7.36176;-3.88391;3.51114;0.30441;-1.87893;-1.16301;0.30956;0.35835;0.18028;0.01781
2030;114.028;3.3145442;1.79281;0.3418534;7.63693;-3.59018;3.26241;0.16162;-1.9805;-1.0233;-0.04048;0.1219;-0.0284;0.23607
2040;113.332;3.2094717;1.78112;0.3431447;7.05715;-2.99619;3.41184;-0.25341;-1.54121;-0.97631;-0.04628;0.14548;0.15927;0.27213
2050;115.05;3.3519621;1.78544;0.3393034;7.58187;-2.80239;3.48848;-0.09084;-1.43226;-1.09054;-0.135;-0.30814;0.782;0.14505
2060;115.276;3.5068228;1.81627;0.3431764;8.55145;-2.83298;3.25722;0.28522;-0.58623;-0.44713;0.1305;-0.79705;0.85249;-0.04088
2070;114.389;3.5518765;1.79347;0.3714681;8.51029;-1.74802;3.20235;0.15148;-1.17922;-0.38872;0.04556;-1.20987;0.9431;-0.1695
2080;118.044;3.4922988;1.79183;0.3947791;8.23636;-1.5451;3.33789;-0.50136;-1.55191;-1.10284;-0.34861;-0.80338;0.80818;-0.03994
2090;114.976;3.4577208;1.78725;0.4068053;8.22056;-1.29664;3.03558;-0.49904;-1.67885;-1.0577;-0.38399;-0.82949;1.17212;0.15191
2100;114.282;3.4110978;1.78454;0.3793789;7.92559;-1.99801;3.28371;-0.11338;-1.78709;-1.19028;-0.53161;-0.40352;0.89732;0.07148
2110;116.824;3.6116598;1.79553;0.3728572;8.4766;-1.85374;3.41468;0.1539;-1.47807;-0.49576;-0.14693;-1.09441;0.94572;-0.33782
2120;116.266;3.6943722;1.80411;0.368601;8.97625;-1.94284;3.86719;0.31791;-1.46661;-1.01789;0.21707;-0.57678;1.18818;-0.17831
2130;117.159;3.6281078;1.78432;0.4046168;8.89866;-0.77123;3.44586;0.29767;-1.68114;-0.48086;0.31973;-1.17474;1.78475;-0.13527
2140;118.72;3.7662289;1.7916;0.3852361;9.09869;-1.38507;3.25085;0.47449;-1.34244;-0.14129;0.30049;-1.28518;1.83672;-0.41734
2150;117.972;3.8638494;1.79295;0.386357;9.66098;-1.62746;3.02808;0.56452;-1.49619;0.17263;0.50291;-1.73953;1.75593;-0.58188
2160;116.055;3.9385529;1.81663;0.383016;10.20079;-1.84116;2.95358;0.7302;-1.44128;-0.17717;0.61827;-1.68651;1.63865;-0.95404
2170;116.568;3.9053113;1.80931;0.3718792;9.64792;-1.99328;3.25899;0.54849;-1.61125;-0.48272;0.17447;-1.3782;1.75607;-1.11348
2180;118.209;3.8565295;1.81444;0.3501821;9.45344;-2.54483;2.92865;0.21129;-1.16702;0.14213;0.46697;-1.48435;1.19906;-0.9741
2190;119.051;4.0129614;1.83339;0.3616417;10.20121;-2.76752;2.50386;0.45387;-0.61834;0.40046;0.27277;-1.90664;1.23498;-0.93769
2200;114.889;3.8524642;1.81975;0.3623287;9.84845;-2.48426;2.83682;0.44035;-1.3733;0.00638;0.04735;-1.58295;1.2491;-0.989
2210;119.607;3.8278835;1.82169;0.3683071;9.72726;-2.55124;2.44675;-0.24074;-0.65149;0.11441;-0.04628;-1.5195;0.85577;-0.70272
2220;116.44;3.7091739;1.81307;0.3318016;8.91595;-3.32907;3.23114;0.12666;-1.2326;0.15669;-0.36255;-1.36527;0.66193;-0.92014
2230;115.403;3.6802201;1.81186;0.3418835;8.81559;-3.26724;2.88614;0.17313;-1.22238;0.17844;-0.08846;-1.71397;0.32086;-0.68649
2240;118.538;3.8798778;1.83555;0.369818;9.76489;-3.32079;2.51759;-0.03453;-1.0921;0.39144;-0.66796;-1.98418;0.52416;-0.73358
2250;117.478;3.7282953;1.81342;0.3593459;9.29053;-3.34011;2.36855;-0.63364;-1.58631;-0.38044;-0.54827;-1.35472;1.09984;-1.0352
2260;114.158;3.6842337;1.79873;0.3617043;8.88578;-2.74576;2.42681;-0.42355;-1.6563;-0.59559;-0.34486;-1.5512;1.11482;-1.4133
2270;114.969;3.8868423;1.82322;0.3450974;9.76876;-3.33975;2.58082;0.05746;-1.34248;0.04413;-0.25732;-1.24301;1.18896;-1.27092
2280;114.332;3.9819484;1.82899;0.3934265;10.26402;-3.01686;2.3743;-0.04849;-1.24255;0.175;-0.60086;-2.05759;1.24328;-0.8592
2290;115.865;3.7301075;1.80259;0.3771999;9.09474;-2.75493;2.70645;-0.71035;-1.50547;-0.03851;-0.54268;-1.39785;1.31844;-0.53966
2300;113.774;3.7563748;1.81153;0.3859172;9.26415;-2.81525;2.18053;-0.63977;-0.78906;0.43776;-0.58114;-2.12354;0.82149;-0.28135
2310;116.613;3.7872784;1.81689;0.3839703;9.6142;-2.50919;2.41991;-0.38967;-1.08002;0.08681;-0.53734;-2.17526;0.79448;-0.55243
2320;113.803;3.7046509;1.80765;0.3857684;9.35409;-2.52546;2.15962;-0.3888;-1.28767;-0.00247;-0.53139;-2.21813;1.02558;-0.74864
2330;113.233;3.7062688;1.78878;0.4140112;9.22077;-2.01869;1.65316;-0.48379;-1.17564;0.24315;-0.42773;-2.30312;0.84124;-0.40391
2340;113.135;3.8343441;1.81121;0.4126676;9.86215;-1.93597;1.79803;-0.07338;-1.4252;0.113;-0.58929;-2.2775;0.98188;-0.62515
2350;114.008;3.7401791;1.80893;0.4264446;9.76616;-1.70127;2.02594;-0.46752;-1.61478;-0.26423;-0.44362;-1.96224;0.97295;-0.41224
2360;115.839;3.9192145;1.82915;0.4008706;10.15417;-2.69642;1.9373;0.39135;-1.46462;0.17141;-0.49865;-2.45414;0.90546;-0.93696
2370;113.712;3.9018393;1.80845;0.3772253;9.6102;-2.7453;2.53962;0.42681;-1.32247;0.35379;-0.19298;-2.50311;1.31599;-0.98955
2380;113.88;3.8403587;1.82732;0.3662235;9.43327;-3.47213;2.53184;0.3789;-1.03736;-0.00713;-0.45777;-2.14365;0.71838;-0.35169
2390;115.099;3.9275599;1.84431;0.3839253;10.1695;-3.18223;2.25403;0.43308;-0.87544;0.08972;-0.44273;-2.48056;0.56478;-0.7095
2400;114.933;3.7294397;1.83967;0.3942321;9.8005;-3.10205;2.05607;-0.23606;-1.03718;-0.1939;-0.63421;-2.01519;0.66077;-0.37059
2410;116.296;3.7926962;1.83011;0.3872577;9.63379;-2.70242;2.35696;-0.07384;-0.68804;0.06039;-0.42732;-2.36356;0.55188;-0.3933
2420;112.16;3.7455688;1.81782;0.3861154;9.40055;-2.91027;2.11469;-0.59417;-0.6542;-0.2958;-0.53492;-2.05193;0.62058;-0.27198
2430;114.591;3.6194828;1.81568;0.3645889;8.80366;-3.23236;2.10974;-0.53345;-0.46861;-0.18487;-0.41806;-1.89753;0.8151;-0.3556
2440;112.31;3.7701213;1.83303;0.3612165;9.67366;-3.29168;2.34655;-0.16553;-0.61367;-0.10687;-0.21294;-1.97064;0.72092;-0.59437
2450;114.554;3.634784;1.80971;0.4124831;9.23725;-2.33333;1.56856;-0.77602;-0.83923;-0.04659;-0.64163;-2.17667;0.62394;-0.21258
2460;112.247;3.6157377;1.81399;0.4424978;8.95682;-1.61194;1.61497;-1.00865;-1.51262;-0.55271;-1.23938;-1.9166;0.68139;-0.45285
2470;114.143;3.428462;1.79098;0.40791;8.00528;-2.15874;1.79198;-1.24002;-1.37699;-0.6517;-0.84645;-1.3612;0.29815;-0.44695
2480;115.545;3.5824466;1.79411;0.3774679;8.05434;-2.79271;2.23388;-0.54677;-0.78625;0.35638;-1.11326;-1.43107;0.33298;-0.22146
2490;114.13;3.5568664;1.80427;0.4031414;8.51024;-2.37422;1.60589;-0.57362;-0.73115;0.09965;-0.9156;-1.87059;0.35294;-0.30011
2500;113.567;3.5035086;1.79171;0.3892298;8.28847;-2.21802;2.5325;-0.54147;-1.20878;-0.39995;-0.50125;-1.73338;0.68106;-0.25903
2510;112.013;3.7097471;1.81502;0.3963489;9.23847;-2.16574;2.50007;-0.22624;-1.11082;-0.28494;-0.74354;-1.97024;0.89164;-0.34505
2520;113.295;3.7851512;1.81776;0.4001088;9.13161;-2.17144;2.44349;-0.44594;-0.34396;0.15481;-0.91393;-1.66083;0.60568;-0.24157
2530;113.084;3.7455614;1.81564;0.395652;9.2035;-2.24343;2.02749;-0.117;-0.46936;0.0634;-0.85289;-2.00665;0.58684;-0.75076
2540;112.649;3.6965756;1.81261;0.4286023;9.61771;-1.91545;1.00461;-0.33863;-0.77047;-0.36756;-1.00838;-1.70582;0.54638;-0.68743
2550;111.438;3.6169841;1.81975;0.3717577;8.97408;-2.91776;1.70478;0.29908;-0.59323;-0.20224;-0.61711;-1.34095;0.49215;-0.74971
2560;116.83;3.6472847;1.83977;0.3772818;8.79262;-3.44539;2.02151;0.57548;-0.1191;-0.47843;-0.86872;-1.22887;0.06674;-0.59407
2570;114.97;3.6775753;1.83585;0.3651783;9.06463;-3.978;1.88628;0.35587;-0.64684;-0.54268;-0.95226;-0.83402;0.36069;-0.54995
2580;115.366;3.8381331;1.84079;0.3711591;9.72748;-3.53288;1.93742;0.4347;-0.60576;-0.38074;-0.95014;-1.36504;0.68695;-0.95362
2590;117.003;3.6866388;1.83664;0.3453977;9.1059;-3.95167;2.66863;0.00133;-0.25194;-1.14353;-0.18621;-0.49914;0.78601;-0.48901
2600;113.932;3.6697004;1.83044;0.3827066;9.50146;-3.05387;2.30462;0.17195;-0.78797;-1.18059;-0.35886;-0.73115;1.04848;-0.02889
2610;115.384;3.5996561;1.81398;0.3946438;9.04431;-2.62953;1.5463;-0.32285;-0.56671;-1.06679;-0.55654;-0.86046;0.75294;0.06668
2620;114.284;3.3386257;1.81527;0.3812002;8.21289;-3.4713;1.81969;-0.34462;-0.77272;-2.23065;-0.39079;0.53708;0.79571;0.24221
2630;115.095;3.3998973;1.82203;0.3917747;8.17563;-3.51085;1.97061;-0.61395;-0.81;-1.99603;-0.68995;0.06072;0.57721;0.0794
2640;114.291;3.4934425;1.82064;0.3903745;8.78658;-3.34881;2.13836;-0.55074;-1.06169;-1.67003;-0.7793;-0.16187;1.02236;-0.04206
2650;115.157;3.4524677;1.81309;0.381912;8.22288;-3.56587;1.45701;-0.73505;-0.75368;-1.42349;-1.0169;-0.17265;0.43062;-0.41908
2660;113.048;3.552233;1.82557;0.4123453;9.0257;-2.82382;1.41367;-0.64702;-1.18506;-1.32929;-1.20719;-0.6324;0.64511;-0.54885
2670;115.129;3.5432615;1.81602;0.4040471;8.77252;-3.09584;1.33355;-0.49786;-1.35498;-1.36221;-1.2553;-0.71731;0.58526;-0.32312
2680;113.604;3.6679273;1.83596;0.3838663;9.36257;-3.62457;1.53415;-0.14994;-0.92879;-1.24382;-1.28179;-0.81681;0.78198;-0.6423
2690;110.838;3.6932373;1.83153;0.3833059;9.51327;-3.4161;1.60272;-0.40531;-0.68837;-1.48916;-0.93568;-0.5432;0.97498;-0.42666
2700;111.966;3.5354917;1.80399;0.4003794;8.58479;-2.74773;1.05329;-0.55432;-0.35436;-1.1052;-0.85088;-0.91836;0.85355;0.0208
2710;111.561;3.3372736;1.79751;0.4320127;7.96405;-1.92313;0.80676;-0.95045;-0.77342;-0.79882;-0.7172;-0.67584;0.67017;0.35767
2720;114.424;3.1932256;1.78884;0.4329142;7.25318;-2.02881;0.80416;-0.86218;-0.74441;-0.91898;-0.83722;-0.13945;0.39139;0.63877
2730;111.429;3.4306779;1.81115;0.4283719;8.26033;-2.63975;0.27386;-0.23276;-0.3435;-1.05757;-1.52968;-0.4385;0.38663;-0.15589
2740;113.572;3.2600884;1.8022;0.4551785;7.94341;-1.90975;-0.29005;-0.78146;-0.30088;-1.27951;-1.09567;-0.35154;0.28054;0.24445
2750;112.686;3.2683578;1.7979;0.4787572;7.9305;-1.58953;-0.63808;-0.8055;-0.58484;-1.4105;-1.46443;-0.70064;0.32704;-0.09638
2760;112.61;3.1919606;1.7896;0.4370913;7.52221;-2.13032;0.26891;-0.93442;-0.4736;-1.40773;-1.08882;-0.31524;0.18276;0.32325
2770;110.997;3.3024724;1.7941;0.4333352;8.04737;-2.21902;0.1881;-0.52382;-0.45298;-1.11581;-0.93769;-0.67136;0.62793;0.30392
2780;114.009;3.3574638;1.80749;0.4148777;8.09529;-2.61518;0.4928;-0.69119;-0.37198;-0.60389;-0.67821;-0.89606;0.3593;0.11002
2790;112.882;3.3197989;1.79228;0.4266675;7.59961;-2.41038;0.35693;-0.68164;-0.29448;-0.56154;-1.14965;-0.97451;0.23091;0.32928
2800;113.137;3.221849;1.78958;0.4332695;7.40137;-2.32969;0.55116;-0.99788;-0.3835;-1.09966;-1.07821;-0.52258;0.19382;0.37411
2810;114.233;3.2949562;1.79617;0.4187767;7.45242;-3.01048;0.48761;-1.0588;-0.0696;-0.95245;-1.21375;-0.28766;0.01686;0.28024
2820;112.213;3.4317036;1.80056;0.4122719;8.03647;-3.42858;0.10712;-0.45926;0.02427;-0.92733;-1.47366;-0.69508;0.11673;0.1374
2830;111.014;3.2649102;1.78896;0.4338554;7.37622;-2.55538;0.16476;-0.99351;0.0144;-1.05766;-1.31736;-0.72358;0.20106;0.35036
2840;114.781;3.037921;1.78186;0.4361883;6.3758;-2.77089;0.17941;-1.22699;-0.10982;-1.58991;-1.13248;-0.23127;-0.07597;0.2161
2850;112.887;2.7558489;1.73412;0.4383602;4.57051;-2.78949;0.75904;-1.60444;-0.62945;-1.11034;-0.90963;-0.17658;-0.27647;0.47098
2860;111.994;2.8969383;1.751;0.4572927;5.48413;-2.2775;-0.09867;-0.95171;-0.40152;-1.39649;-1.04983;-0.10723;-0.2178;0.53931
2870;109.963;3.046515;1.77357;0.4206558;6.29065;-3.36715;-0.19313;-0.65755;-0.07509;-1.07382;-1.13845;-0.00636;-0.35317;0.49603
2880;110.342;2.9051547;1.76046;0.3925565;5.90883;-4.06167;0.51329;-0.66846;-0.75563;-1.20491;-0.93546;0.49522;-0.20096;0.6194
2890;108.978;3.1386318;1.77221;0.3921991;6.42603;-4.07275;0.58897;-0.66835;-0.41273;-1.60586;-0.99558;0.2548;-0.10098;0.38925
2900;111.45;3.0391369;1.76939;0.4117;5.93959;-3.4682;0.07293;-0.12902;-0.33875;-1.06043;-0.78163;0.60029;-0.31551;0.58834
2910;109.245;3.1473427;1.77993;0.4325329;6.89286;-3.02028;-1.03263;-0.28753;-0.73435;-1.1193;-1.21093;0.21485;-0.07809;-0.14488
2920;110.155;3.1664286;1.78326;0.4210925;7.16708;-3.35827;-1.00303;0.10793;-0.329;-1.1652;-0.91789;0.10202;-0.22718;0.08958
2930;110.29;3.3521712;1.79647;0.4476905;7.67663;-2.92242;-1.16417;0.13177;0.17082;-0.70042;-1.68271;-0.52431;-0.5582;-0.28015
2940;109.803;3.1280422;1.76462;0.4224162;6.87896;-3.05732;-0.52285;-0.80238;-0.42768;-1.34487;-1.22498;-0.21897;0.1107;-0.01704
2950;109.597;2.9838345;1.75899;0.4153925;5.98419;-3.24572;-0.4643;-0.68648;-0.47738;-0.98186;-0.98753;0.35855;0.08557;0.12859
2960;110.909;2.9023342;1.75551;0.4124403;5.79287;-3.43446;-0.13657;-1.00931;-0.65907;-1.21903;-0.78208;0.44067;0.29898;0.52872
2970;109.558;2.8869438;1.74312;0.4240456;5.28901;-3.03129;0.34882;-1.48995;-0.45819;-1.32568;-0.98052;0.45987;-0.11434;0.45339
2980;110.83;3.0497212;1.75985;0.4406543;6.29054;-2.61874;-0.27209;-1.3936;-0.32059;-1.37533;-1.25182;0.18428;0.131;0.04132
2990;113.332;3.0024867;1.77453;0.4407093;6.81555;-2.4422;0.20374;-1.66309;-0.93808;-1.72887;-1.16394;0.12726;0.29642;0.30649
3000;111.969;3.0939069;1.76865;0.4375044;6.91224;-2.62834;-0.40496;-0.98207;-0.62086;-1.3188;-1.55504;0.35045;0.12011;0.17725
3010;110.183;2.9601905;1.75956;0.4502256;6.03534;-2.704;-0.8796;-1.13764;-0.84176;-1.32151;-1.5603;0.27753;0.10365;-0.25126
3020;111.12;2.9928963;1.75502;0.4510724;6.03484;-3.36212;-1.16549;-0.85312;-0.98923;-1.73077;-1.98466;0.82576;0.23149;-0.10036
3030;110.069;3.0621426;1.76627;0.441075;6.30968;-3.83804;-1.18005;-0.62532;-0.60432;-1.95778;-1.68041;0.63342;-0.00456;-0.03926
3040;113.373;2.9774029;1.77782;0.4498073;6.3084;-3.67445;-1.61683;-0.35678;-0.76904;-1.74212;-1.50593;1.1108;-0.05325;-0.22625
3050;112.413;3.1511939;1.77771;0.4403247;6.73413;-3.56041;-1.27233;-0.39947;-0.57185;-1.62288;-1.58741;0.49828;0.14064;-0.26723
3060;112.515;2.9102039;1.77999;0.4693924;6.03393;-3.11216;-1.63495;-0.72268;-0.66562;-1.50724;-1.83387;0.87663;-0.40097;-0.5057
3070;113.818;2.8501067;1.748;0.4446557;5.319;-3.47069;-1.20741;-0.93553;-0.80955;-1.37441;-1.33187;0.87946;-0.20025;-0.24091
3080;114.136;2.8394768;1.74131;0.4679082;5.28587;-2.39769;-1.36315;-1.11134;-0.6394;-1.16596;-1.44512;1.06136;-0.04303;-0.24951
3090;113.161;2.8135204;1.75767;0.4826112;5.82186;-2.60264;-1.79564;-1.1255;-1.10314;-1.67251;-1.59599;1.21597;-0.13019;-0.16242
3100;107.795;3.0048904;1.75581;0.4522955;6.06978;-3.15047;-1.77657;-0.45049;-0.56416;-0.93091;-1.46575;0.74932;0.05563;-0.52813
3110;108.764;2.9111309;1.75163;0.455134;5.94744;-3.11041;-1.39533;-1.18126;-0.93648;-1.4507;-1.48308;0.67429;-0.00841;-0.30981
3120;109.894;2.8944383;1.75084;0.457509;5.8899;-2.97952;-1.56189;-0.83412;-0.7514;-1.43957;-1.53641;0.60607;0.00843;-0.41889
3130;110.709;2.9125452;1.76726;0.4603169;6.57267;-2.92906;-1.47834;-0.98442;-1.12311;-1.60794;-1.5751;0.49927;0.1937;-0.17444
3140;108.081;3.089577;1.76042;0.4443861;6.66225;-2.94992;-1.24469;-0.93676;-0.62126;-1.15127;-1.57168;0.28867;0.31809;-0.31128
3150;108.337;2.9050004;1.75145;0.4265963;5.8211;-3.44905;-1.00401;-0.90378;-0.40303;-1.33914;-1.2937;0.74964;0.09863;-0.13214
3160;108.171;3.0554593;1.76653;0.4500499;6.47326;-3.08404;-1.64871;-0.67255;-0.03528;-1.31272;-1.56616;0.37925;0.1202;-0.43592
3170;109.325;2.9037917;1.74674;0.4506864;5.85892;-2.3685;-1.31414;-0.79703;-0.43752;-0.85811;-1.28866;0.48621;0.06288;-0.28004
3180;108.856;2.8710682;1.7416;0.4516162;5.56292;-2.83394;-1.34071;-0.95714;-0.79785;-0.81749;-1.48482;0.57319;0.07394;-0.30387
3190;109.589;2.7809875;1.73665;0.4572813;5.32909;-2.61696;-1.17108;-1.24962;-1.08877;-1.02944;-1.184;0.38184;-0.18954;-0.34464
3200;109.01;2.8377094;1.73656;0.4642832;5.27657;-2.47523;-1.31565;-1.02617;-1.03645;-1.25209;-1.36721;0.8319;0.06703;-0.09594
3210;110.379;2.6920435;1.73394;0.4623852;5.1002;-2.40315;-1.11354;-1.151;-0.95676;-1.57567;-0.97078;0.95223;-0.25469;0.0202
3220;110.538;2.7693439;1.74117;0.4865199;5.6621;-1.90885;-1.64072;-1.2379;-1.03038;-1.48565;-1.11674;0.28763;-0.06155;0.01974
3230;111.324;2.6784554;1.73517;0.48261;4.88006;-2.28563;-1.34408;-1.26223;-1.44933;-1.53649;-1.11613;0.4516;-0.00167;0.08172
3240;108.54;2.8692548;1.73831;0.4775725;5.34941;-1.87207;-1.32651;-1.16556;-0.79858;-1.24862;-1.43229;0.24161;-0.04938;-0.11083
3250;108.91;2.7265408;1.72954;0.4897825;5.09602;-1.28232;-0.96314;-1.44138;-1.1023;-1.65681;-1.23609;0.21165;-0.1019;0.1157
3260;108.223;2.8290408;1.73264;0.4931166;5.57554;-1.30456;-0.9319;-1.49121;-1.68334;-1.21621;-1.5963;0.03015;0.09443;-0.21161
3270;110.306;2.8800902;1.74839;0.4868084;5.87853;-1.79545;-1.53905;-1.2413;-1.2764;-1.06144;-1.42527;-0.11332;-0.14242;-0.35417
3280;109.144;2.8769803;1.7351;0.4783511;5.51229;-2.10069;-0.95404;-1.49943;-1.55067;-1.59747;-1.60539;0.16039;0.22297;-0.10822
3290;110.717;2.9015791;1.75916;0.4440639;5.99392;-3.22512;-0.92415;-0.80707;-1.46898;-1.63364;-1.32871;0.74034;0.14431;-0.18716
3300;109.83;2.8495641;1.7545;0.4289889;5.51092;-3.57944;-0.86967;-0.64703;-1.22652;-1.43617;-1.07557;0.91301;-0.1397;-0.08445
3310;110.029;2.9282794;1.75797;0.4412483;5.81563;-3.42436;-1.36396;-0.52253;-1.26253;-1.2577;-1.24281;0.60039;0.02565;-0.34124
3320;107.904;2.8761146;1.74252;0.4469128;5.56385;-2.93674;-1.52945;-0.73399;-0.91942;-0.69414;-1.00326;0.30045;0.23431;-0.36962
3330;108.783;2.9995003;1.75685;0.4742069;6.15741;-2.01877;-1.70127;-0.8509;-0.63046;-1.32683;-1.35799;0.36634;0.06162;-0.36438
3340;110.876;2.882709;1.74774;0.4792066;5.84123;-1.96879;-1.82948;-0.85549;-1.05418;-1.02291;-1.28264;0.24018;0.08853;-0.26274
3350;110.845;2.8404706;1.74569;0.4740879;5.84927;-2.03988;-1.23706;-1.42862;-1.1099;-1.33184;-1.34524;0.39449;0.1449;-0.32058
3360;107.54;2.8441665;1.74608;0.4801092;5.62656;-1.64704;-1.35297;-0.99595;-1.14582;-1.28321;-1.22526;0.24147;0.14507;-0.16433
3370;108.034;2.8440404;1.7381;0.5062629;5.64083;-1.32171;-1.42684;-1.32939;-1.35323;-1.59223;-1.80675;0.14143;0.2589;-0.19549
3380;108.794;2.8856714;1.74837;0.4859899;6.25794;-1.69136;-1.75302;-0.91002;-0.88049;-1.0841;-1.67795;-0.15304;0.20269;-0.12467
3390;108.708;2.8153389;1.74851;0.4864121;5.81449;-2.07904;-1.45588;-1.43103;-1.1225;-1.66717;-1.77803;0.40755;0.29137;-0.32879
3400;111.006;2.788265;1.73303;0.4849273;5.26766;-1.78149;-1.21328;-1.50341;-1.08251;-1.30394;-1.39639;0.10268;0.35735;-0.24919
3410;110.339;2.5567811;1.73406;0.5034129;4.80372;-1.59868;-1.31087;-1.54665;-1.44017;-1.78673;-1.44323;0.55453;0.10017;-0.03913
3420;110.445;2.6992958;1.73605;0.517487;5.36525;-1.17956;-1.70286;-1.51055;-1.92691;-1.41549;-1.56891;0.48668;0.23702;-0.13752
3430;111.293;2.7449391;1.74503;0.5135396;5.84691;-1.16588;-1.5377;-1.56434;-1.6892;-1.4558;-1.76946;0.26945;-0.00485;-0.00274
3440;110.158;2.6636779;1.72583;0.5109257;5.06646;-1.26943;-1.11947;-1.71628;-1.96553;-1.595;-1.77938;0.27366;0.00436;0.17033
3450;109.255;2.8073423;1.74809;0.4829261;5.66761;-1.80225;-1.5598;-1.23283;-0.97088;-1.37314;-1.3841;0.47325;-0.04247;-0.26881
3460;109.783;2.6793332;1.72855;0.5116841;5.11672;-1.01614;-1.40019;-1.89459;-1.41257;-1.5869;-1.33817;0.27228;-0.18721;-0.32297
3470;109.711;2.5993183;1.71954;0.5012341;4.7104;-1.23864;-0.99443;-1.83026;-1.28841;-1.79387;-1.32791;0.56713;-0.06411;-0.21073
3480;109.487;2.4730079;1.72041;0.5217009;4.25801;-1.19426;-1.14258;-2.00899;-1.66339;-2.34614;-1.31459;0.86971;0.09451;-0.29933
